Receive time,Appliance,Source address,Destination address,Source Port,Destination port,Protocol,Application,Type,Rule,Egress interface,Ingress interface,From Zone,To Zone,Source country,Destination country,User,Packets Received,Packets Sent,Received Bytes,Transmitted Bytes,Session duration,Reverse Rate (Bps),Forward Rate (Bps)
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.31,54.251.250.54,40521,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,136,13154.41,3654.41
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.31,54.251.250.54,34987,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,158,11322.78,3145.57
2017-10-01T18:30:44Z,Branch01-OneEight,52.172.205.76,192.168.2.80,52560,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,190,178,3,63333.33,59333.33
2017-10-01T18:30:44Z,Branch01-OneEight,52.172.205.76,192.168.2.80,51438,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,213,178,4,53250,44500
2017-10-01T18:30:44Z,Branch01-OneEight,52.172.205.76,192.168.2.80,50842,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,154,140,1,154000,140000
2017-10-01T18:30:44Z,Branch01-OneEight,52.172.205.76,192.168.2.80,37820,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,211,178,4,52750,44500
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.27,202.38.180.7,36542,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,1,2,245,337,2022,121.17,166.67
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.27,8.8.8.8,36542,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,122,64,42,2904.76,1523.81
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.18,8.8.8.8,36083,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,150,68,110,1363.64,618.18
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.18,202.38.180.7,36083,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,68,0,0,0
2017-10-01T18:30:44Z,Branch01-OneEight,141.212.122.101,43.224.129.110,45837,1900,udp,ssdp,,R1,lo12,vni-0/1.0,Intf-WAN1-Zone,none,United States,Japan,unknown,0,1,0,125,0,0,0
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.24,74.125.68.188,39606,5228,tcp,gtalk,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,6,4465,546,162,27561.73,3370.37
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.24,202.38.180.7,40391,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,1,1,243,62,1643,147.9,37.74
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.25,54.251.250.54,59602,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,150,11926.67,3313.33
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.25,54.251.250.54,56842,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,138,12963.77,3601.45
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.31,8.8.8.8,23993,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,107,62,8,13375,7750
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.31,74.125.68.188,48632,5228,tcp,gtalk,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,6,4437,494,170,26100,2905.88
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.31,202.38.180.7,17649,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,62,0,0,0
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.6,8.8.8.8,28473,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,85,69,40,2125,1725
2017-10-01T18:30:44Z,Branch01-OneEight,192.168.2.80,52.172.205.76,47425,1812,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,2,2,290,325,36067,8.04,9.01
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.24,8.8.8.8,40473,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,85,69,42,2023.81,1642.86
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.24,54.251.250.54,52647,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,159,11251.57,3125.79
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.24,54.251.250.54,33096,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,138,12963.77,3601.45
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.6,8.8.8.8,22275,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,112,72,8,14000,9000
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.6,255.255.255.0,31022,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,,unknown,0,1,0,69,0,0,0
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,172.217.26.195,35715,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,27,13,28885,1528,196,147372.45,7795.92
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.24,202.38.180.7,37858,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,69,0,0,0
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.6,255.255.255.0,3796,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,,unknown,0,1,0,72,0,0,0
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.18,54.251.250.54,33469,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,9,2206,1000,265,8324.53,3773.58
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.18,54.251.250.54,49750,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2361,1292,281,8402.14,4597.86
2017-10-01T18:30:10Z,Branch01-OneEight,192.168.2.80,52.172.205.76,38733,1813,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,48,187,31,1548.39,6032.26
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,54.251.250.54,40368,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,10,2309,1292,293,7880.55,4409.56
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,54.251.250.54,35153,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2258,1052,291,7759.45,3615.12
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,8.8.8.8,59356,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,85,69,40,2125,1725
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,8.8.8.8,48078,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,162,114,7,23142.86,16285.71
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,54.187.116.87,40786,80,tcp,http,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,4,6,339,1301,962,352.39,1352.39
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,8.8.8.8,28721,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,251,61,42,5976.19,1452.38
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,8.8.8.8,17980,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,189,61,8,23625,7625
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,54.187.116.87,40640,80,tcp,http,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,4,6,339,1009,1114,304.31,905.75
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,202.38.180.7,17980,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,1,2,361,450,1541,234.26,292.02
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.27,202.38.180.7,46582,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,69,0,0,0
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.31,54.251.250.54,50594,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,138,12963.77,3601.45
2017-10-01T18:30:10Z,Branch01-OneEight,172.19.10.31,54.251.250.54,37647,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,167,10712.57,2976.05
2017-10-01T18:29:36Z,Branch01-OneEight,52.172.205.76,192.168.2.80,36846,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,190,178,4,47500,44500
2017-10-01T18:29:36Z,Branch01-OneEight,52.172.205.76,192.168.2.80,53754,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,211,178,5,42200,35600
2017-10-01T18:29:36Z,Branch01-OneEight,52.172.205.76,192.168.2.80,42580,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,154,140,5,30800,28000
2017-10-01T18:29:36Z,Branch01-OneEight,52.172.205.76,192.168.2.80,46292,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,213,178,5,42600,35600
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.25,8.8.8.8,35613,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,85,69,44,1931.82,1568.18
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.25,54.251.250.54,32921,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,152,11769.74,3269.74
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.25,54.251.250.54,46899,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,140,12778.57,3550
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.25,8.8.8.8,43800,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,107,62,9,11888.89,6888.89
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.25,74.125.68.188,56789,5228,tcp,gtalk,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,6,4466,546,159,28088.05,3433.96
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.25,202.38.180.7,55541,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,69,0,0,0
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.25,202.38.180.7,15259,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,62,0,0,0
2017-10-01T18:29:36Z,Branch01-OneEight,85.105.45.119,43.224.129.100,36587,27015,udp,cstrike,,R1,lo12,vni-0/1.0,Intf-WAN1-Zone,none,Turkey,Japan,unknown,0,1,0,53,0,0,0
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,216.58.196.98,50322,443,tcp,google_ads,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,7,9,1195,1770,160,7468.75,11062.5
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,172.217.26.195,60167,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,21,17,23096,1694,596,38751.68,2842.28
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.24,54.251.250.54,44240,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,4,6,1737,497,95,18284.21,5231.58
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.24,54.251.250.54,34529,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,146,12253.42,3404.11
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.18,8.8.8.8,1762,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,85,69,44,1931.82,1568.18
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.18,54.251.250.54,60873,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2361,1292,307,7690.55,4208.47
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.18,54.251.250.54,60562,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2258,1052,271,8332.1,3881.92
2017-10-01T18:29:02Z,Branch01-OneEight,192.168.2.80,52.172.205.76,35753,1813,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,48,187,30,1600,6233.33
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.18,202.38.180.7,55451,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,69,0,0,0
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,54.251.250.54,38751,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2258,1052,291,7759.45,3615.12
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,54.251.250.54,56259,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,9,2309,1240,269,8583.64,4609.67
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.31,54.251.250.54,45146,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,141,12687.94,3524.82
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.31,54.251.250.54,35838,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,160,11181.25,3106.25
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,52.74.224.225,60027,80,tcp,http,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,4,6,1141,1217,162,7043.21,7512.35
2017-10-01T18:29:02Z,Branch01-OneEight,52.172.205.76,192.168.2.80,43343,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,213,178,3,71000,59333.33
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,8.8.8.8,42363,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,263,65,79,3329.11,822.78
2017-10-01T18:29:02Z,Branch01-OneEight,52.172.205.76,192.168.2.80,50524,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,211,178,5,42200,35600
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,52.220.229.217,51784,80,tcp,http,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,5,7,424,1406,159,2666.67,8842.77
2017-10-01T18:29:02Z,Branch01-OneEight,52.172.205.76,192.168.2.80,42310,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,190,178,4,47500,44500
2017-10-01T18:29:02Z,Branch01-OneEight,52.172.205.76,192.168.2.80,37270,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,154,140,3,51333.33,46666.67
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,8.8.8.8,35856,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,163,67,40,4075,1675
2017-10-01T18:30:44Z,Branch01-OneEight,172.19.10.27,157.240.7.20,41933,443,tcp,facebook,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,10,13,5336,1405,121473,43.93,11.57
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,202.38.180.7,5925,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,64,0,0,0
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,8.8.8.8,5925,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,122,64,41,2975.61,1560.98
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,172.217.26.195,36408,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,10,9,3303,6379,160,20643.75,39868.75
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,8.8.8.8,42552,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,249,64,41,6073.17,1560.98
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,172.217.26.195,32803,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,29,14,33421,1568,192,174067.71,8166.67
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,8.8.8.8,49979,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,76,60,8,9500,7500
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,202.38.180.7,49979,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,60,0,0,0
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,216.58.199.164,56861,80,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,5,5,405,433,106,3820.75,4084.91
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.25,54.251.250.54,42678,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,134,13350.75,3708.96
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.25,54.251.250.54,49987,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,153,11692.81,3248.37
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.24,172.217.26.179,60741,443,tcp,google_play,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,12,13,957,1527,9453,101.24,161.54
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,74.125.68.101,43958,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,23,21,7974,5408,385,20711.69,14046.75
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,8.8.8.8,58024,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,151,69,42,3595.24,1642.86
2017-10-01T18:29:36Z,Branch01-OneEight,172.19.10.27,172.217.26.170,45069,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,16,15,8403,1775,89648,93.73,19.8
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,216.58.197.42,54189,443,tcp,youtube,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,9,14,4367,1143,60242,72.49,18.97
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.27,216.58.197.42,60444,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,13,11,10050,4973,414,24275.36,12012.08
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,172.217.26.194,45090,443,tcp,google_ads,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,9,11,4820,1352,60052,80.26,22.51
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.27,8.8.8.8,17894,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,150,57,7,21428.57,8142.86
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,8.8.8.8,1912,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,124,70,42,2952.38,1666.67
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.27,216.58.197.46,33046,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,9,7,5881,3216,240,24504.17,13400
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,216.58.220.46,53121,443,tcp,youtube,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,10,15,5286,1187,60159,87.87,19.73
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,216.58.220.46,53565,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,11,11,5548,7036,687,8075.69,10241.63
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,216.58.197.46,53851,443,tcp,youtube,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,10,15,5283,1183,60179,87.79,19.66
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.27,8.8.8.8,45085,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,135,69,7,19285.71,9857.14
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.24,54.251.250.54,60785,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,139,12870.5,3575.54
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.24,54.251.250.54,37159,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,156,11467.95,3185.9
2017-10-01T18:28:28Z,Branch01-OneEight,172.19.10.27,8.8.8.8,2307,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,184,64,8,23000,8000
2017-10-01T18:27:55Z,Branch01-OneEight,172.19.10.27,8.8.8.8,31169,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,112,72,8,14000,9000
2017-10-01T18:27:55Z,Branch01-OneEight,172.19.10.27,8.8.8.8,11779,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,78,62,39,2000,1589.74
2017-10-01T18:27:55Z,Branch01-OneEight,172.19.10.27,172.217.26.195,43431,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,26,24,28801,2016,198,145459.6,10181.82
2017-10-01T18:27:55Z,Branch01-OneEight,172.19.10.27,202.38.180.7,11779,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,62,0,0,0
2017-10-01T18:27:55Z,Branch01-OneEight,192.168.2.80,52.172.205.76,33002,1813,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,48,187,31,1548.39,6032.26
